_id,measure_id,measure_name,interval_type,value_type,measure_value,year_to_date_variance,budget_variance,decimal_accuracy,desired_direction,category,data_source_notes,city_perspective_note,year,period_number_in_year,target,note
806,1.02,Unemployment Rate (Toronto Residents),m,p,0.08779999,,,1,Down,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2024,4,,
807,1.02,Unemployment Rate (Toronto Residents),m,p,0.089320874,,,1,Down,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2024,5,,
808,1.02,Unemployment Rate (Toronto Residents),m,p,0.084221825,,,1,Down,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2024,6,,
809,1.02,Unemployment Rate (Toronto Residents),m,p,0.081875189,,,1,Down,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2024,7,,
810,1.02,Unemployment Rate (Toronto Residents),m,p,0.078661371,,,1,Down,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2024,8,,
811,1.02,Unemployment Rate (Toronto Residents),m,p,0.082234021,,,1,Down,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2024,9,,
812,1.02,Unemployment Rate (Toronto Residents),m,p,0.080714398,,,1,Down,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2024,10,,
813,1.02,Unemployment Rate (Toronto Residents),m,p,0.074572974,,,1,Down,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2024,11,,
814,1.02,Unemployment Rate (Toronto Residents),m,p,0.087412884,,,1,Down,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2024,12,,
815,1.01,Employment Rate (Toronto Residents),m,p,0.602436149,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,1,,
816,1.01,Employment Rate (Toronto Residents),m,p,0.607820061,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,2,,
817,1.01,Employment Rate (Toronto Residents),m,p,0.605743288,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,3,,
818,1.01,Employment Rate (Toronto Residents),m,p,0.603230205,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,4,,
819,1.01,Employment Rate (Toronto Residents),m,p,0.602310749,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,5,,
820,1.01,Employment Rate (Toronto Residents),m,p,0.603783627,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,6,,
821,1.01,Employment Rate (Toronto Residents),m,p,0.603995295,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,7,,
822,1.01,Employment Rate (Toronto Residents),m,p,0.606487355,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,8,,
823,1.01,Employment Rate (Toronto Residents),m,p,0.604441942,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,9,,
824,1.01,Employment Rate (Toronto Residents),m,p,0.604993453,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,10,,
825,1.01,Employment Rate (Toronto Residents),m,p,0.60192363,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,11,,
826,1.01,Employment Rate (Toronto Residents),m,p,0.604941169,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2007,12,,
827,1.01,Employment Rate (Toronto Residents),m,p,0.607396392,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,1,,
828,1.01,Employment Rate (Toronto Residents),m,p,0.61275176,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,2,,
829,1.01,Employment Rate (Toronto Residents),m,p,0.616002894,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,3,,
830,1.01,Employment Rate (Toronto Residents),m,p,0.619071533,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,4,,
831,1.01,Employment Rate (Toronto Residents),m,p,0.619368711,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,5,,
832,1.01,Employment Rate (Toronto Residents),m,p,0.617224848,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,6,,
833,1.01,Employment Rate (Toronto Residents),m,p,0.613013576,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,7,,
834,1.01,Employment Rate (Toronto Residents),m,p,0.609050438,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,8,,
835,1.01,Employment Rate (Toronto Residents),m,p,0.608060095,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,9,,
836,1.01,Employment Rate (Toronto Residents),m,p,0.608133688,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,10,,
837,1.01,Employment Rate (Toronto Residents),m,p,0.607941456,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,11,,
838,1.01,Employment Rate (Toronto Residents),m,p,0.609493745,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2008,12,,
839,1.01,Employment Rate (Toronto Residents),m,p,0.60883872,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,1,,
840,1.01,Employment Rate (Toronto Residents),m,p,0.608099873,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,2,,
841,1.01,Employment Rate (Toronto Residents),m,p,0.606764694,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,3,,
842,1.01,Employment Rate (Toronto Residents),m,p,0.606755906,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,4,,
843,1.01,Employment Rate (Toronto Residents),m,p,0.606469302,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,5,,
844,1.01,Employment Rate (Toronto Residents),m,p,0.599985728,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,6,,
845,1.01,Employment Rate (Toronto Residents),m,p,0.596269385,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,7,,
846,1.01,Employment Rate (Toronto Residents),m,p,0.591634825,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,8,,
847,1.01,Employment Rate (Toronto Residents),m,p,0.591330139,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,9,,
848,1.01,Employment Rate (Toronto Residents),m,p,0.589573875,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,10,,
849,1.01,Employment Rate (Toronto Residents),m,p,0.58886583,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,11,,
850,1.01,Employment Rate (Toronto Residents),m,p,0.586527452,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2009,12,,
851,1.01,Employment Rate (Toronto Residents),m,p,0.584439027,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,1,,
852,1.01,Employment Rate (Toronto Residents),m,p,0.582161306,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,2,,
853,1.01,Employment Rate (Toronto Residents),m,p,0.585439608,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,3,,
854,1.01,Employment Rate (Toronto Residents),m,p,0.583810416,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,4,,
855,1.01,Employment Rate (Toronto Residents),m,p,0.581609943,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,5,,
856,1.01,Employment Rate (Toronto Residents),m,p,0.579260425,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,6,,
857,1.01,Employment Rate (Toronto Residents),m,p,0.584917445,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,7,,
858,1.01,Employment Rate (Toronto Residents),m,p,0.592807746,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,8,,
859,1.01,Employment Rate (Toronto Residents),m,p,0.59332339,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,9,,
860,1.01,Employment Rate (Toronto Residents),m,p,0.592034772,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,10,,
861,1.01,Employment Rate (Toronto Residents),m,p,0.585950088,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,11,,
862,1.01,Employment Rate (Toronto Residents),m,p,0.5895014,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2010,12,,
863,1.01,Employment Rate (Toronto Residents),m,p,0.594166922,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,1,,
864,1.01,Employment Rate (Toronto Residents),m,p,0.599222375,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,2,,
865,1.01,Employment Rate (Toronto Residents),m,p,0.596696395,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,3,,
866,1.01,Employment Rate (Toronto Residents),m,p,0.594435086,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,4,,
867,1.01,Employment Rate (Toronto Residents),m,p,0.592973046,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,5,,
868,1.01,Employment Rate (Toronto Residents),m,p,0.592878361,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,6,,
869,1.01,Employment Rate (Toronto Residents),m,p,0.590675756,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,7,,
870,1.01,Employment Rate (Toronto Residents),m,p,0.58964418,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,8,,
871,1.01,Employment Rate (Toronto Residents),m,p,0.586182614,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,9,,
872,1.01,Employment Rate (Toronto Residents),m,p,0.583202443,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,10,,
873,1.01,Employment Rate (Toronto Residents),m,p,0.580476987,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,11,,
874,1.01,Employment Rate (Toronto Residents),m,p,0.582153332,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2011,12,,
875,1.01,Employment Rate (Toronto Residents),m,p,0.580623298,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,1,,
876,1.01,Employment Rate (Toronto Residents),m,p,0.582879856,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,2,,
877,1.01,Employment Rate (Toronto Residents),m,p,0.586951752,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,3,,
878,1.01,Employment Rate (Toronto Residents),m,p,0.588123125,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,4,,
879,1.01,Employment Rate (Toronto Residents),m,p,0.589847794,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,5,,
880,1.01,Employment Rate (Toronto Residents),m,p,0.587514511,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,6,,
881,1.01,Employment Rate (Toronto Residents),m,p,0.593057146,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,7,,
882,1.01,Employment Rate (Toronto Residents),m,p,0.596378029,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,8,,
883,1.01,Employment Rate (Toronto Residents),m,p,0.600122313,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,9,,
884,1.01,Employment Rate (Toronto Residents),m,p,0.602913659,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,10,,
885,1.01,Employment Rate (Toronto Residents),m,p,0.603634941,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,11,,
886,1.01,Employment Rate (Toronto Residents),m,p,0.607346909,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2012,12,,
887,1.01,Employment Rate (Toronto Residents),m,p,0.608421411,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,1,,
888,1.01,Employment Rate (Toronto Residents),m,p,0.611093053,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,2,,
889,1.01,Employment Rate (Toronto Residents),m,p,0.613092153,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,3,,
890,1.01,Employment Rate (Toronto Residents),m,p,0.615119853,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,4,,
891,1.01,Employment Rate (Toronto Residents),m,p,0.617292222,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,5,,
892,1.01,Employment Rate (Toronto Residents),m,p,0.618746234,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,6,,
893,1.01,Employment Rate (Toronto Residents),m,p,0.620730437,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,7,,
894,1.01,Employment Rate (Toronto Residents),m,p,0.623799712,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,8,,
895,1.01,Employment Rate (Toronto Residents),m,p,0.622885497,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,9,,
896,1.01,Employment Rate (Toronto Residents),m,p,0.616696886,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,10,,
897,1.01,Employment Rate (Toronto Residents),m,p,0.608775252,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,11,,
898,1.01,Employment Rate (Toronto Residents),m,p,0.603764546,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2013,12,,
899,1.01,Employment Rate (Toronto Residents),m,p,0.598534892,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,1,,
900,1.01,Employment Rate (Toronto Residents),m,p,0.593519473,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,2,,
901,1.01,Employment Rate (Toronto Residents),m,p,0.59096351,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,3,,
902,1.01,Employment Rate (Toronto Residents),m,p,0.596406758,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,4,,
903,1.01,Employment Rate (Toronto Residents),m,p,0.598639417,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,5,,
904,1.01,Employment Rate (Toronto Residents),m,p,0.597863176,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,6,,
905,1.01,Employment Rate (Toronto Residents),m,p,0.59150343,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,7,,
906,1.01,Employment Rate (Toronto Residents),m,p,0.588153906,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,8,,
907,1.01,Employment Rate (Toronto Residents),m,p,0.586591464,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,9,,
908,1.01,Employment Rate (Toronto Residents),m,p,0.587347116,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,10,,
909,1.01,Employment Rate (Toronto Residents),m,p,0.587604999,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,11,,
910,1.01,Employment Rate (Toronto Residents),m,p,0.587903373,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2014,12,,
911,1.01,Employment Rate (Toronto Residents),m,p,0.589267579,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,1,,
912,1.01,Employment Rate (Toronto Residents),m,p,0.589282688,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,2,,
913,1.01,Employment Rate (Toronto Residents),m,p,0.594744892,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,3,,
914,1.01,Employment Rate (Toronto Residents),m,p,0.599323734,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,4,,
915,1.01,Employment Rate (Toronto Residents),m,p,0.607870805,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,5,,
916,1.01,Employment Rate (Toronto Residents),m,p,0.610169187,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,6,,
917,1.01,Employment Rate (Toronto Residents),m,p,0.6135052,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,7,,
918,1.01,Employment Rate (Toronto Residents),m,p,0.612750424,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,8,,
919,1.01,Employment Rate (Toronto Residents),m,p,0.608726075,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,9,,
920,1.01,Employment Rate (Toronto Residents),m,p,0.601814748,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,10,,
921,1.01,Employment Rate (Toronto Residents),m,p,0.595012718,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,11,,
922,1.01,Employment Rate (Toronto Residents),m,p,0.591027363,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2015,12,,
923,1.01,Employment Rate (Toronto Residents),m,p,0.584842255,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,1,,
924,1.01,Employment Rate (Toronto Residents),m,p,0.584007488,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,2,,
925,1.01,Employment Rate (Toronto Residents),m,p,0.584003443,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,3,,
926,1.01,Employment Rate (Toronto Residents),m,p,0.59047165,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,4,,
927,1.01,Employment Rate (Toronto Residents),m,p,0.594784758,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,5,,
928,1.01,Employment Rate (Toronto Residents),m,p,0.600589355,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,6,,
929,1.01,Employment Rate (Toronto Residents),m,p,0.603631468,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,7,,
930,1.01,Employment Rate (Toronto Residents),m,p,0.605127906,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,8,,
931,1.01,Employment Rate (Toronto Residents),m,p,0.603275616,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,9,,
932,1.01,Employment Rate (Toronto Residents),m,p,0.600858652,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,10,,
933,1.01,Employment Rate (Toronto Residents),m,p,0.600255664,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,11,,
934,1.01,Employment Rate (Toronto Residents),m,p,0.599974573,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2016,12,,
935,1.01,Employment Rate (Toronto Residents),m,p,0.600184152,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,1,,
936,1.01,Employment Rate (Toronto Residents),m,p,0.597536077,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,2,,
937,1.01,Employment Rate (Toronto Residents),m,p,0.598979,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,3,,
938,1.01,Employment Rate (Toronto Residents),m,p,0.60420156,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,4,,
939,1.01,Employment Rate (Toronto Residents),m,p,0.610340367,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,5,,
940,1.01,Employment Rate (Toronto Residents),m,p,0.614112882,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,6,,
941,1.01,Employment Rate (Toronto Residents),m,p,0.613896266,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,7,,
942,1.01,Employment Rate (Toronto Residents),m,p,0.612360403,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,8,,
943,1.01,Employment Rate (Toronto Residents),m,p,0.608756525,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,9,,
944,1.01,Employment Rate (Toronto Residents),m,p,0.607489649,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,10,,
945,1.01,Employment Rate (Toronto Residents),m,p,0.612152046,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,11,,
946,1.01,Employment Rate (Toronto Residents),m,p,0.614718576,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2017,12,,
947,1.01,Employment Rate (Toronto Residents),m,p,0.616298668,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,1,,
948,1.01,Employment Rate (Toronto Residents),m,p,0.613149557,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,2,,
949,1.01,Employment Rate (Toronto Residents),m,p,0.613110835,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,3,,
950,1.01,Employment Rate (Toronto Residents),m,p,0.611198693,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,4,,
951,1.01,Employment Rate (Toronto Residents),m,p,0.610413843,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,5,,
952,1.01,Employment Rate (Toronto Residents),m,p,0.609798582,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,6,,
953,1.01,Employment Rate (Toronto Residents),m,p,0.613756681,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,7,,
954,1.01,Employment Rate (Toronto Residents),m,p,0.612819812,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,8,,
955,1.01,Employment Rate (Toronto Residents),m,p,0.607222962,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,9,,
956,1.01,Employment Rate (Toronto Residents),m,p,0.600750191,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,10,,
957,1.01,Employment Rate (Toronto Residents),m,p,0.59689696,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,11,,
958,1.01,Employment Rate (Toronto Residents),m,p,0.596116988,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2018,12,,
959,1.01,Employment Rate (Toronto Residents),m,p,0.592229694,,,1,Up,Economy,"Source: Statistics Canada, Labour Force Survey. Seasonally Adjusted 3-month moving average ",,2019,1,,
